portal	method	path	title	handler	confidence	functional_note	controller_file	controller_method	params
商户后台	POST	mer/activity/label/batch_create	batchCreate	merchant.store.StoreActivityLabel/batchCreate	high		app/controller/merchant/store/StoreActivityLabel.php	batchCreate	product_ids,label_ids,type
商户后台	GET	mer/activity/label/options	options	merchant.store.StoreActivityLabel/options	high		app/controller/merchant/store/StoreActivityLabel.php	options	
商户后台	GET	mer/activity/label/select	select	merchant.store.StoreActivityLabel/select	high		app/controller/merchant/store/StoreActivityLabel.php	select	
商户后台	GET	mer/ajcaptcha	ajcaptcha	api.Auth/ajcaptcha	high		app/controller/api/Auth.php	ajcaptcha	captchaType
商户后台	POST	mer/ajcheck	ajcheck	api.Auth/ajcheck	high		app/controller/api/Auth.php	ajcheck	token,pointJson,captchaType
商户后台	POST	mer/ajstatus	ajCaptchaStatus	merchant.system.admin.Login/ajCaptchaStatus	high		app/controller/merchant/system/admin/Login.php	ajCaptchaStatus	account
商户后台	GET	mer/analytics/order/line_chart	折线图统计	admin.analytics.StoreOrder/lineChart	high		app/controller/admin/analytics/StoreOrder.php	lineChart	date
商户后台	GET	mer/analytics/order/pie_chart/:type	折线图统计	admin.analytics.StoreOrder/typePieCahrt	high		app/controller/admin/analytics/StoreOrder.php	typePieCahrt	type,date
商户后台	GET	mer/analytics/order/top	顶部统计	admin.analytics.StoreOrder/top	high		app/controller/admin/analytics/StoreOrder.php	top	date
商户后台	GET	mer/analytics/product/line_chart	折线图统计	admin.analytics.StoreProduct/lineChart	high		app/controller/admin/analytics/StoreProduct.php	lineChart	date
商户后台	GET	mer/analytics/product/pie_chart/:type	折线图统计	admin.analytics.StoreProduct/typePieCahrt	high		app/controller/admin/analytics/StoreProduct.php	typePieCahrt	type
商户后台	GET	mer/analytics/product/top	顶部统计	admin.analytics.StoreProduct/top	high		app/controller/admin/analytics/StoreProduct.php	top	date
商户后台	GET	mer/applyments/areas	areas	merchant.system.MerchantApplyments/areas	high		app/controller/merchant/system/MerchantApplyments.php	areas	province_code
商户后台	GET	mer/applyments/banks	banks	merchant.system.MerchantApplyments/banks	high		app/controller/merchant/system/MerchantApplyments.php	banks	type,limit,offset
商户后台	GET	mer/applyments/banks/branches	branches	merchant.system.MerchantApplyments/branches	high		app/controller/merchant/system/MerchantApplyments.php	branches	bank_alias_code,city_code,limit,offset
商户后台	GET	mer/applyments/check	查询审核结果	merchant.system.MerchantApplyments/check	high		app/controller/merchant/system/MerchantApplyments.php	check	
商户后台	POST	mer/applyments/create	申请	merchant.system.MerchantApplyments/create	high		app/controller/merchant/system/MerchantApplyments.php	create	type
商户后台	GET	mer/applyments/detail	详情	merchant.system.MerchantApplyments/detail	high		app/controller/merchant/system/MerchantApplyments.php	detail	
商户后台	GET	mer/applyments/index	index	merchant.system.MerchantApplyments/index	high		app/controller/merchant/system/MerchantApplyments.php	index	
商户后台	POST	mer/applyments/update/:id	编辑	merchant.system.MerchantApplyments/update	high		app/controller/merchant/system/MerchantApplyments.php	update	id,type
商户后台	POST	mer/applyments/upload/:field	上传图片	merchant.system.MerchantApplyments/uploadImage	high		app/controller/merchant/system/MerchantApplyments.php	uploadImage	field,water
商户后台	POST	mer/applyments/upload/video/:field	上传视频	merchant.system.MerchantApplyments/uploadVideo	high		app/controller/merchant/system/MerchantApplyments.php	uploadVideo	field
商户后台	POST	mer/auto_label/create	添加	merchant.user.LabelRule/create	high		app/controller/merchant/user/LabelRule.php	create	label_name,min,max,type,data
商户后台	DELETE	mer/auto_label/delete/:id	删除	merchant.user.LabelRule/delete	high		app/controller/merchant/user/LabelRule.php	delete	id
商户后台	GET	mer/auto_label/lst	列表	merchant.user.LabelRule/getList	high		app/controller/merchant/user/LabelRule.php	getList	page,limit,keyword,type
商户后台	POST	mer/auto_label/sync/:id	自动同步	merchant.user.LabelRule/sync	high		app/controller/merchant/user/LabelRule.php	sync	id
商户后台	POST	mer/auto_label/update/:id	编辑	merchant.user.LabelRule/update	high		app/controller/merchant/user/LabelRule.php	update	id
商户后台	POST	mer/broadcast/assistant/create	添加	merchant.store.broadcast.BroadcastAssistant/create	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	create	username,nickname,mark
商户后台	GET	mer/broadcast/assistant/create/form	添加表单	merchant.store.broadcast.BroadcastAssistant/createForm	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	createForm	
商户后台	DELETE	mer/broadcast/assistant/delete/:id	删除	merchant.store.broadcast.BroadcastAssistant/delete	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	delete	id
商户后台	GET	mer/broadcast/assistant/lst	列表	merchant.store.broadcast.BroadcastAssistant/lst	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	lst	page,limit,username,nickname
商户后台	POST	mer/broadcast/assistant/mark/:id	备注	merchant.store.broadcast.BroadcastAssistant/mark	stale		app/controller/merchant/store/broadcast/BroadcastAssistant.php	mark	
商户后台	POST	mer/broadcast/assistant/update/:id	编辑	merchant.store.broadcast.BroadcastAssistant/update	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	update	id
商户后台	GET	mer/broadcast/assistant/update/:id/form	编辑表单	merchant.store.broadcast.BroadcastAssistant/updateForm	high		app/controller/merchant/store/broadcast/BroadcastAssistant.php	updateForm	id
商户后台	POST	mer/broadcast/goods/batch_create	批量添加	merchant.store.broadcast.BroadcastGoods/batchCreate	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	batchCreate	goods
商户后台	POST	mer/broadcast/goods/create	添加	merchant.store.broadcast.BroadcastGoods/create	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	create	name,cover_img,product_id,price
商户后台	GET	mer/broadcast/goods/create/form	添加表单	merchant.store.broadcast.BroadcastGoods/createForm	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	createForm	
商户后台	DELETE	mer/broadcast/goods/delete/:id	删除	merchant.store.broadcast.BroadcastGoods/delete	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	delete	id
商户后台	GET	mer/broadcast/goods/detail/:id	详情	merchant.store.broadcast.BroadcastGoods/detail	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	detail	id
商户后台	GET	mer/broadcast/goods/lst	列表	merchant.store.broadcast.BroadcastGoods/lst	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	lst	page,limit,status_tag,keyword,mer_valid,broadcast_goods_id
商户后台	POST	mer/broadcast/goods/mark/:id	备注	merchant.store.broadcast.BroadcastGoods/mark	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	mark	id,mark
商户后台	POST	mer/broadcast/goods/status/:id	修改状态	merchant.store.broadcast.BroadcastGoods/changeStatus	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	changeStatus	id,is_show
商户后台	POST	mer/broadcast/goods/update/:id	编辑	merchant.store.broadcast.BroadcastGoods/update	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	update	id
商户后台	GET	mer/broadcast/goods/update/form/:id	编辑表单	merchant.store.broadcast.BroadcastGoods/updateForm	high		app/controller/merchant/store/broadcast/BroadcastGoods.php	updateForm	id
商户后台	POST	mer/broadcast/room/addassistant/:id	添加 客服	merchant.store.broadcast.BroadcastRoom/addAssistant	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	addAssistant	id,assistant_id
商户后台	GET	mer/broadcast/room/addassistant/form/:id	添加客服表单	merchant.store.broadcast.BroadcastRoom/addAssistantForm	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	addAssistantForm	id
商户后台	POST	mer/broadcast/room/closeKf/:id	关闭客服	merchant.store.broadcast.BroadcastRoom/closeKf	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	closeKf	id,status
商户后台	POST	mer/broadcast/room/comment/:id	禁言	merchant.store.broadcast.BroadcastRoom/banComment	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	banComment	id,status
商户后台	POST	mer/broadcast/room/create	添加	merchant.store.broadcast.BroadcastRoom/create	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	create	name,cover_img,share_img,anchor_name,anchor_wechat,phone,start_time,type,screen_type,close_like,close_goods,close_comment,replay_status,close_share,close_kf,feeds_img,is_feeds_public
商户后台	GET	mer/broadcast/room/create/form	添加表单	merchant.store.broadcast.BroadcastRoom/createForm	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	createForm	
商户后台	DELETE	mer/broadcast/room/delete/:id	删除	merchant.store.broadcast.BroadcastRoom/delete	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	delete	id
商户后台	GET	mer/broadcast/room/detail/:id	详情	merchant.store.broadcast.BroadcastRoom/detail	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	detail	id
商户后台	POST	mer/broadcast/room/export_goods	导入商品	merchant.store.broadcast.BroadcastRoom/exportGoods	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	exportGoods	ids,room_id
商户后台	POST	mer/broadcast/room/feedsPublic/:id	收录	merchant.store.broadcast.BroadcastRoom/isFeedsPublic	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	isFeedsPublic	id,status
商户后台	GET	mer/broadcast/room/goods/:id	商品详情	merchant.store.broadcast.BroadcastRoom/goodsList	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	goodsList	id,page,limit
商户后台	GET	mer/broadcast/room/lst	列表 	merchant.store.broadcast.BroadcastRoom/lst	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	lst	page,limit,keyword,status_tag,show_tag,show_type,live_status,broadcast_room_id
商户后台	POST	mer/broadcast/room/mark/:id	备注	merchant.store.broadcast.BroadcastRoom/mark	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	mark	id,mark
商户后台	POST	mer/broadcast/room/on_sale/:id	商品上下架	merchant.store.broadcast.BroadcastRoom/onSale	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	onSale	id,status,goods_id
商户后台	GET	mer/broadcast/room/push_message/:id	消息推送	merchant.store.broadcast.BroadcastRoom/pushMessage	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	pushMessage	id
商户后台	POST	mer/broadcast/room/rm_goods	删除商品	merchant.store.broadcast.BroadcastRoom/rmExportGoods	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	rmExportGoods	id,room_id
商户后台	POST	mer/broadcast/room/status/:id	修改状态	merchant.store.broadcast.BroadcastRoom/changeStatus	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	changeStatus	id,is_show
商户后台	POST	mer/broadcast/room/update/:id	编辑	merchant.store.broadcast.BroadcastRoom/update	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	update	id
商户后台	GET	mer/broadcast/room/update/form/:id	编辑表单	merchant.store.broadcast.BroadcastRoom/updateForm	high		app/controller/merchant/store/broadcast/BroadcastRoom.php	updateForm	id
商户后台	GET	mer/captcha	getCaptcha	merchant.system.admin.Login/getCaptcha	high		app/controller/merchant/system/admin/Login.php	getCaptcha	
商户后台	GET	mer/change/color	一键换色	admin.Common/getChangeColor	high		app/controller/admin/Common.php	getChangeColor	
商户后台	GET	mer/community/cate/lst	分类列表	merchant.store.content.Community/cateLst	high		app/controller/merchant/store/content/Community.php	cateLst	
商户后台	POST	mer/community/create	添加	merchant.store.content.Community/create	high		app/controller/merchant/store/content/Community.php	create	uid
商户后台	DELETE	mer/community/delete/:id	删除	merchant.store.content.Community/delete	high		app/controller/merchant/store/content/Community.php	delete	id
商户后台	GET	mer/community/detail/:id	详情	merchant.store.content.Community/detail	high		app/controller/merchant/store/content/Community.php	detail	id
商户后台	GET	mer/community/lst	列表	merchant.store.content.Community/lst	high		app/controller/merchant/store/content/Community.php	lst	page,limit,keyword,topic_id,category_id,status,is_type,search_type,is_del
商户后台	GET	mer/community/reply/:id	评论	merchant.store.content.Community/reply	high		app/controller/merchant/store/content/Community.php	reply	id,page,limit
商户后台	POST	mer/community/update/:id	编辑	merchant.store.content.Community/update	high		app/controller/merchant/store/content/Community.php	update	id
商户后台	GET	mer/config	config	merchant.Common/config	high		app/controller/merchant/Common.php	config	
商户后台	GET	mer/config/:key	配置获取	admin.system.config.Config/form	high		app/controller/admin/system/config/Config.php	form	key,tab_id
商户后台	POST	mer/config/:type	saveConfig	merchant.Common/saveConfig	high		app/controller/merchant/Common.php	saveConfig	type
商户后台	GET	mer/config/others/group_buying	拼团配置	admin.system.config.ConfigOthers/getGroupBuying	high		app/controller/admin/system/config/ConfigOthers.php	getGroupBuying	
商户后台	POST	mer/config/save/:key	配置保存	admin.system.config.ConfigValue/save	high		app/controller/admin/system/config/ConfigValue.php	save	key
商户后台	GET	mer/delivery/config/settings	配送设置信息	merchant.store.delivery.DeliveryConfig/configuration	high		app/controller/merchant/store/delivery/DeliveryConfig.php	configuration	
商户后台	POST	mer/delivery/config/update/:id	更新配送设置信息	merchant.store.delivery.DeliveryConfig/update	high		app/controller/merchant/store/delivery/DeliveryConfig.php	update	id,mer_delivery_type,mer_delivery_order_status,dada_app_key,dada_app_sercret,dada_source_id,uupt_appkey,uupt_app_id,uupt_open_id,min_delivery_amount,base_shipping_fee,free_shipping_amount,is_premium_stack_enabled,distance_premium_config,weight_premium_config,delivery_time_type,selectable_days,delivery_prompt,commission_rate
商户后台	POST	mer/delivery/order/cancel/:id	取消	merchant.store.delivery.DeliveryOrder/cancel	high		app/controller/merchant/store/delivery/DeliveryOrder.php	cancel	id,reason,cancel_reason
商户后台	GET	mer/delivery/order/cancel/:id/form	取消表单	merchant.store.delivery.DeliveryOrder/cancelForm	high		app/controller/merchant/store/delivery/DeliveryOrder.php	cancelForm	id
商户后台	GET	mer/delivery/order/detail/:id	详情	merchant.store.delivery.DeliveryOrder/detail	high		app/controller/merchant/store/delivery/DeliveryOrder.php	detail	id
商户后台	GET	mer/delivery/order/lst	列表	merchant.store.delivery.DeliveryOrder/lst	high		app/controller/merchant/store/delivery/DeliveryOrder.php	lst	page,limit,keyword,station_id,status,date,order_sn,station_type
商户后台	POST	mer/delivery/service/create	添加	merchant.store.delivery.DeliveryService/create	high		app/controller/merchant/store/delivery/DeliveryService.php	create	uid,avatar,name,phone,remark,status,sort,type
商户后台	GET	mer/delivery/service/create/form	添加表单	merchant.store.delivery.DeliveryService/createForm	high		app/controller/merchant/store/delivery/DeliveryService.php	createForm	
商户后台	DELETE	mer/delivery/service/delete/:id	删除	merchant.store.delivery.DeliveryService/delete	high		app/controller/merchant/store/delivery/DeliveryService.php	delete	id
商户后台	GET	mer/delivery/service/lst	列表	merchant.store.delivery.DeliveryService/lst	high		app/controller/merchant/store/delivery/DeliveryService.php	lst	page,limit,keyword,name,status,type,date,uid,phone,nickname
商户后台	GET	mer/delivery/service/options	options	merchant.store.delivery.DeliveryService/options	high		app/controller/merchant/store/delivery/DeliveryService.php	options	
商户后台	GET	mer/delivery/service/statisticsDetail/:id	统计详情	merchant.store.delivery.DeliveryService/statisticsDetail	high		app/controller/merchant/store/delivery/DeliveryService.php	statisticsDetail	id
商户后台	GET	mer/delivery/service/statisticsList	统计列表	merchant.store.delivery.DeliveryService/statisticsList	high		app/controller/merchant/store/delivery/DeliveryService.php	statisticsList	page,limit,name,uid,phone,delivery_date
商户后台	POST	mer/delivery/service/status/:id	修改状态	merchant.store.delivery.DeliveryService/switchWithStatus	high		app/controller/merchant/store/delivery/DeliveryService.php	switchWithStatus	id,status
商户后台	POST	mer/delivery/service/update/:id	编辑	merchant.store.delivery.DeliveryService/update	high		app/controller/merchant/store/delivery/DeliveryService.php	update	id
商户后台	GET	mer/delivery/service/update/:id/form	编辑	merchant.store.delivery.DeliveryService/updateForm	high		app/controller/merchant/store/delivery/DeliveryService.php	updateForm	id
商户后台	GET	mer/delivery/station/business	获取分类	merchant.store.delivery.DeliveryStation/getBusiness	high		app/controller/merchant/store/delivery/DeliveryStation.php	getBusiness	type
商户后台	GET	mer/delivery/station/code	充值二维码	merchant.store.delivery.DeliveryStation/getQrcode	high		app/controller/merchant/store/delivery/DeliveryStation.php	getQrcode	pay_type,price
商户后台	POST	mer/delivery/station/create	添加	merchant.store.delivery.DeliveryStation/create	high		app/controller/merchant/store/delivery/DeliveryStation.php	create	station_name,business,station_address,lng,lat,contact_name,phone,username,password,status,city_name,card_number,business_date,business_time_start,business_time_end,switch_city,switch_take,bind_type,origin_shop_id,range_type,radius,region,fence,type
商户后台	DELETE	mer/delivery/station/delete/:id	删除	merchant.store.delivery.DeliveryStation/delete	high		app/controller/merchant/store/delivery/DeliveryStation.php	delete	id
商户后台	GET	mer/delivery/station/detail/:id	详情	merchant.store.delivery.DeliveryStation/detail	high		app/controller/merchant/store/delivery/DeliveryStation.php	detail	id
商户后台	GET	mer/delivery/station/getCity	城市列表	merchant.store.delivery.DeliveryStation/getCityLst	high		app/controller/merchant/store/delivery/DeliveryStation.php	getCityLst	type
商户后台	GET	mer/delivery/station/lst	列表	merchant.store.delivery.DeliveryStation/lst	high		app/controller/merchant/store/delivery/DeliveryStation.php	lst	page,limit,station_name,contact_name,phone,station_address,status,swtich_type
商户后台	POST	mer/delivery/station/mark/:id	备注	merchant.store.delivery.DeliveryStation/mark	high		app/controller/merchant/store/delivery/DeliveryStation.php	mark	id,mark
商户后台	GET	mer/delivery/station/mark/:id/form	备注表单	merchant.store.delivery.DeliveryStation/markForm	high		app/controller/merchant/store/delivery/DeliveryStation.php	markForm	id
商户后台	GET	mer/delivery/station/options	列表	merchant.store.delivery.DeliveryStation/options	high		app/controller/merchant/store/delivery/DeliveryStation.php	options	
商户后台	GET	mer/delivery/station/payLst	充值记录	merchant.store.delivery.DeliveryStation/payLst	high		app/controller/merchant/store/delivery/DeliveryStation.php	payLst	page,limit,date
商户后台	GET	mer/delivery/station/select	列表	merchant.store.delivery.DeliveryStation/select	high		app/controller/merchant/store/delivery/DeliveryStation.php	select	
商户后台	POST	mer/delivery/station/status/:id	编辑状态	merchant.store.delivery.DeliveryStation/switchWithStatus	high		app/controller/merchant/store/delivery/DeliveryStation.php	switchWithStatus	id,status
商户后台	POST	mer/delivery/station/update/:id	编辑	merchant.store.delivery.DeliveryStation/update	high		app/controller/merchant/store/delivery/DeliveryStation.php	update	id
商户后台	POST	mer/discounts/create	添加	merchant.store.product.Discounts/create	high		app/controller/merchant/store/product/Discounts.php	create	
商户后台	DELETE	mer/discounts/delete/:id	删除	merchant.store.product.Discounts/delete	high		app/controller/merchant/store/product/Discounts.php	delete	id
商户后台	GET	mer/discounts/detail/:id	详情	merchant.store.product.Discounts/detail	high		app/controller/merchant/store/product/Discounts.php	detail	id
商户后台	GET	mer/discounts/lst	列表	merchant.store.product.Discounts/lst	high		app/controller/merchant/store/product/Discounts.php	lst	page,limit,keyword,store_name,title,type,status
商户后台	POST	mer/discounts/status/:id	修改状态	merchant.store.product.Discounts/switchStatus	high		app/controller/merchant/store/product/Discounts.php	switchStatus	id,status
商户后台	POST	mer/discounts/update/:id	编辑	merchant.store.product.Discounts/update	high		app/controller/merchant/store/product/Discounts.php	update	id
商户后台	GET	mer/diy/categroy/options	列表 	admin.system.diy.PageCategroy/options	high		app/controller/admin/system/diy/PageCategroy.php	options	type
商户后台	GET	mer/diy/copy/:id	复制	merchant.system.diy.Diy/copy	high		app/controller/merchant/system/diy/Diy.php	copy	id
商户后台	POST	mer/diy/create/:id	添加/编辑	merchant.system.diy.Diy/saveData	high		app/controller/merchant/system/diy/Diy.php	saveData	id,name,title,type,cover_image,is_show,is_bg_color,is_bg_pic,bg_tab_val,color_picker,bg_pic,is_diy
商户后台	GET	mer/diy/default_lst	默认模板列表 	merchant.system.diy.Diy/defaultLst	high		app/controller/merchant/system/diy/Diy.php	defaultLst	page,limit
商户后台	DELETE	mer/diy/delete/:id	删除	merchant.system.diy.Diy/del	high		app/controller/merchant/system/diy/Diy.php	del	id
商户后台	GET	mer/diy/detail/:id	详情 	merchant.system.diy.Diy/getInfo	high		app/controller/merchant/system/diy/Diy.php	getInfo	id
商户后台	GET	mer/diy/link/getLinks/:id	列表	admin.system.diy.PageLink/getLinks	high		app/controller/admin/system/diy/PageLink.php	getLinks	id,page,limit,type
商户后台	GET	mer/diy/link/lst	列表	admin.system.diy.PageLink/lst	high		app/controller/admin/system/diy/PageLink.php	lst	page,limit,status,type
商户后台	GET	mer/diy/lst	列表 	merchant.system.diy.Diy/lst	high		app/controller/merchant/system/diy/Diy.php	lst	page,limit,status,name,version,is_diy
商户后台	GET	mer/diy/product/lst	店铺街装修	merchant.system.diy.Diy/productLst	high		app/controller/merchant/system/diy/Diy.php	productLst	page,limit,store_name,order,cate_pid,star,product_type,mer_cate_id,cate_id,product_ids,store_type_id,mer_store_label_id,delivery_type
商户后台	POST	mer/diy/productCategory/create/:id	保存商品分类	merchant.system.diy.Diy/saveData	high		app/controller/merchant/system/diy/Diy.php	saveData	id,name,title,type,cover_image,is_show,is_bg_color,is_bg_pic,bg_tab_val,color_picker,bg_pic,is_diy
商户后台	GET	mer/diy/productCategory/info	商品分类信息	merchant.system.diy.Diy/productCategoryInfo	high		app/controller/merchant/system/diy/Diy.php	productCategoryInfo	
商户后台	GET	mer/diy/recovery/:id	重置模板	merchant.system.diy.Diy/Recovery	high		app/controller/merchant/system/diy/Diy.php	Recovery	id
商户后台	GET	mer/diy/review/:id	review	merchant.system.diy.Diy/review	high		app/controller/merchant/system/diy/Diy.php	review	id
商户后台	POST	mer/diy/set_default_data/:id	使用模板	merchant.system.diy.Diy/setDefaultData	high		app/controller/merchant/system/diy/Diy.php	setDefaultData	id
商户后台	GET	mer/diy/show	当前使用模板	merchant.system.diy.Diy/getInfo	high		app/controller/merchant/system/diy/Diy.php	getInfo	
商户后台	POST	mer/diy/status/:id	使用模板	merchant.system.diy.Diy/setStatus	high		app/controller/merchant/system/diy/Diy.php	setStatus	id
商户后台	GET	mer/dump_lst	使用记录	admin.system.serve.Export/dumpLst	high		app/controller/admin/system/serve/Export.php	dumpLst	page,limit,date,mer_id
商户后台	GET	mer/excel/download/:type	downloadExpress	merchant.store.Excel/downloadExpress	high		app/controller/merchant/store/Excel.php	downloadExpress	type
商户后台	POST	mer/expr/changeMerStatus/:id	修改状态	admin.store.Express/merStatus	high		app/controller/admin/store/Express.php	merStatus	id,mer_status
商户后台	GET	mer/expr/dump_lst	默认模板	admin.system.serve.Export/dumpLst	high		app/controller/admin/system/serve/Export.php	dumpLst	page,limit,date,mer_id
商户后台	GET	mer/expr/lst	列表	admin.store.Express/lst	high		app/controller/admin/store/Express.php	lst	page,limit,keyword,code
商户后台	GET	mer/expr/options	列表	admin.store.Express/options	high		app/controller/admin/store/Express.php	options	
商户后台	POST	mer/expr/partner/:id	月结账号编辑	admin.store.Express/partner	high		app/controller/admin/store/Express.php	partner	id,account,key,net_name
商户后台	GET	mer/expr/partner/:id/form	月结账号编辑表单	admin.store.Express/partnerForm	high		app/controller/admin/store/Express.php	partnerForm	id
商户后台	GET	mer/expr/temps	预览	admin.system.serve.Export/getExportTemp	high		app/controller/admin/system/serve/Export.php	getExportTemp	com
商户后台	POST	mer/financial/account	收款方式	merchant.system.financial.Financial/accountSave	high		app/controller/merchant/system/financial/Financial.php	accountSave	account,financial_type,name,bank,bank_code,wechat,wechat_code,alipay,alipay_code
商户后台	GET	mer/financial/account/form	收款方式表单	merchant.system.financial.Financial/accountForm	high		app/controller/merchant/system/financial/Financial.php	accountForm	
商户后台	POST	mer/financial/create	申请	merchant.system.financial.Financial/createSave	high		app/controller/merchant/system/financial/Financial.php	createSave	
商户后台	GET	mer/financial/create/form	申请表单	merchant.system.financial.Financial/createForm	high		app/controller/merchant/system/financial/Financial.php	createForm	
商户后台	DELETE	mer/financial/delete/:id	删除	merchant.system.financial.Financial/delete	high		app/controller/merchant/system/financial/Financial.php	delete	id
商户后台	GET	mer/financial/detail/:id	详情	merchant.system.financial.Financial/detail	high		app/controller/merchant/system/financial/Financial.php	detail	id
商户后台	GET	mer/financial/export	导出	merchant.system.financial.Financial/export	high		app/controller/merchant/system/financial/Financial.php	export	page,limit,date,status,financial_type,financial_status,keyword
商户后台	GET	mer/financial/lst	转账记录	merchant.system.financial.Financial/lst	high		app/controller/merchant/system/financial/Financial.php	lst	page,limit,date,status,financial_type,financial_status,keyword
商户后台	POST	mer/financial/mark/:id	备注	merchant.system.financial.Financial/mark	high		app/controller/merchant/system/financial/Financial.php	mark	id,mark
商户后台	GET	mer/financial/mark/:id/form	备注表单	merchant.system.financial.Financial/markForm	high		app/controller/merchant/system/financial/Financial.php	markForm	id
商户后台	POST	mer/financial/refund/margin	列表	merchant.system.financial.Financial/refundMargin	high		app/controller/merchant/system/financial/Financial.php	refundMargin	
商户后台	POST	mer/financial/refund/margin_apply	退保证金申请	merchant.system.financial.Financial/refundMarginApply	high		app/controller/merchant/system/financial/Financial.php	refundMarginApply	type,name,code,pic
商户后台	GET	mer/financial_record/count	统计	admin.system.merchant.FinancialRecord/title	high		app/controller/admin/system/merchant/FinancialRecord.php	title	date
商户后台	GET	mer/financial_record/detail/:type	详情	admin.system.merchant.FinancialRecord/detail	high		app/controller/admin/system/merchant/FinancialRecord.php	detail	type,date
商户后台	GET	mer/financial_record/detail_export/:type	导出	admin.system.merchant.FinancialRecord/exportDetail	high		app/controller/admin/system/merchant/FinancialRecord.php	exportDetail	type,page,limit,date
商户后台	GET	mer/financial_record/export	导出	admin.system.merchant.FinancialRecord/export	high		app/controller/admin/system/merchant/FinancialRecord.php	export	page,limit,keyword,date,mer_id
商户后台	GET	mer/financial_record/list	列表	admin.system.merchant.FinancialRecord/lst	high		app/controller/admin/system/merchant/FinancialRecord.php	lst	page,limit,keyword,date,mer_id,uid,real_name,nickname,order_sn,pay_type
商户后台	GET	mer/financial_record/lst	列表	admin.system.merchant.FinancialRecord/getList	high		app/controller/admin/system/merchant/FinancialRecord.php	getList	page,limit,type,date
商户后台	GET	mer/financial_record/title	统计	admin.system.merchant.FinancialRecord/getTitle	high		app/controller/admin/system/merchant/FinancialRecord.php	getTitle	date
商户后台	POST	mer/getMerchantMenusList	getMenusList	admin.system.auth.Menu/getMenusList	high		app/controller/admin/system/auth/Menu.php	getMenusList	is_mer,keyword
商户后台	POST	mer/group/data/create/:groupId	数据添加	admin.system.groupData.GroupData/create	high		app/controller/admin/system/groupData/GroupData.php	create	groupId,sort,status
商户后台	GET	mer/group/data/create/table/:groupId	数据添加表单	admin.system.groupData.GroupData/createTable	high		app/controller/admin/system/groupData/GroupData.php	createTable	groupId
商户后台	DELETE	mer/group/data/delete/:id	数据删除	admin.system.groupData.GroupData/delete	high		app/controller/admin/system/groupData/GroupData.php	delete	id
商户后台	GET	mer/group/data/detail/:id	baseDetail	admin.system.groupData.GroupData/baseDetail	high		app/controller/admin/system/groupData/GroupData.php	baseDetail	id
商户后台	GET	mer/group/data/lst/:groupId	数据列表	admin.system.groupData.GroupData/lst	high		app/controller/admin/system/groupData/GroupData.php	lst	groupId,page,limit
商户后台	POST	mer/group/data/status/:id	数据修改状态	admin.system.groupData.GroupData/changeStatus	high		app/controller/admin/system/groupData/GroupData.php	changeStatus	id,status
商户后台	POST	mer/group/data/update/:groupId/:id	数据编辑	admin.system.groupData.GroupData/update	high		app/controller/admin/system/groupData/GroupData.php	update	groupId,id,sort,status
商户后台	GET	mer/group/data/update/table/:groupId/:id	数据编辑表单	admin.system.groupData.GroupData/updateTable	high		app/controller/admin/system/groupData/GroupData.php	updateTable	groupId,id
商户后台	GET	mer/group/detail/:id	数据详情	admin.system.groupData.Group/get	high		app/controller/admin/system/groupData/Group.php	get	id
商户后台	POST	mer/guarantee/create	添加	merchant.store.guarantee.GuaranteeTemplate/create	high		app/controller/merchant/store/guarantee/GuaranteeTemplate.php	create	template_name,template_value,status,sort
商户后台	DELETE	mer/guarantee/delete/:id	删除	merchant.store.guarantee.GuaranteeTemplate/delete	high		app/controller/merchant/store/guarantee/GuaranteeTemplate.php	delete	id
