portal	module	page	action	crud	source	identifier
平台后台	营销 / 积分 / 商品分类	商品分类	添加	C	菜单权限	pointsProductCreate
平台后台	营销 / 积分 / 商品分类	商品分类	编辑	U	菜单权限	pointsProductUpdate
平台后台	营销 / 积分 / 商品分类	商品分类	修改状态	U	菜单权限	pointsProductStatus
平台后台	营销 / 积分 / 商品分类	商品分类	预览	R	菜单权限	pointsProductPreview
平台后台	营销 / 积分 / 商品列表	商品列表	列表	R	菜单权限	pointsProductLst
平台后台	营销 / 积分 / 商品列表	商品列表	获取规格	R	菜单权限	pointsCateFormatAttr
平台后台	营销 / 积分 / 商品列表	商品列表	编辑	RU	菜单权限	pointsProductDetail
平台后台	营销 / 积分 / 商品列表	商品列表	添加	C	菜单权限	pointsProductCreate
平台后台	营销 / 积分 / 商品列表	商品列表	编辑	U	菜单权限	pointsProductUpdate
平台后台	营销 / 积分 / 商品列表	商品列表	修改状态	U	菜单权限	pointsProductStatus
平台后台	营销 / 积分 / 商品列表	商品列表	预览	R	菜单权限	pointsProductPreview
平台后台	营销 / 积分 / 积分日志	积分日志	积分统计	R	菜单权限	systemUserIntegralTitle
平台后台	营销 / 积分 / 积分日志	积分日志	积分日志	R	菜单权限	systemUserIntegralLst
平台后台	营销 / 积分 / 积分日志	积分日志	积分导出	R	菜单权限	systemUserIntegralExcel
平台后台	营销 / 积分 / 积分日志	积分日志	导出列表	R	菜单权限	systemStoreExcelLst
平台后台	营销 / 积分 / 积分日志	积分日志	导出下载	R	菜单权限	systemStoreExcelDownload
平台后台	营销 / 积分 / 积分订单	积分订单	列表	R	菜单权限	pointsOrderLst
平台后台	营销 / 积分 / 积分订单	积分订单	编辑	RU	菜单权限	pointsOrderDetail
平台后台	营销 / 积分 / 积分订单	积分订单	发货	U	菜单权限	pointsOrderDelivery
平台后台	营销 / 积分 / 积分订单	积分订单	批量发货	U	菜单权限	pointsOrderBatchDelivery
平台后台	营销 / 积分 / 积分订单	积分订单	快递查询	R	菜单权限	pointsOrderExpress
平台后台	营销 / 积分 / 积分订单	积分订单	导出	R	菜单权限	pointsOrderExcel
平台后台	营销 / 积分 / 积分订单	积分订单	备注	U	菜单权限	pointsOrderMark
平台后台	营销 / 积分 / 积分订单	积分订单	记录	RU	菜单权限	pointsOrderStatus
平台后台	营销 / 积分 / 积分订单	积分订单	删除	D	菜单权限	pointsOrderDelete
平台后台	营销 / 积分 / 积分配置	积分配置	积分配置保存	CU	菜单权限	systemUserIntegralConfigSave
平台后台	营销 / 预售	预售	审核	U	路由	systemStoreProductPresellSwitchStatus
平台后台	营销 / 预售	预售	设置标签	C	路由	systemStoreProductPresellLabels
平台后台	营销 / 预售	预售	列表	R	路由	systemStoreProductAssistLst
平台后台	营销 / 预售	预售	显示/隐藏	U	路由	systemStoreProductAssistShow
平台后台	营销 / 预售	预售	详情	R	路由	systemStoreProductAssistDetail
平台后台	营销 / 预售	预售	编辑	U	路由	systemStoreProductAssistProductUpdate
平台后台	营销 / 预售	预售	审核	U	路由	systemStoreProductAssistStatus
平台后台	营销 / 预售 / 预售协议	预售协议	预售协议	C	菜单权限	systemAgreeSave
平台后台	营销 / 预售 / 预售商品	预售商品	列表	R	菜单权限	systemStoreProductPresellLst
平台后台	营销 / 预售 / 预售商品	预售商品	显示/隐藏	U	菜单权限	systemStoreProductPresellShow
平台后台	营销 / 预售 / 预售商品	预售商品	详情	R	菜单权限	systemStoreProductPresellDetail
平台后台	营销 / 预售 / 预售商品	预售商品	编辑数据	RU	菜单权限	systemStoreProductPresellGet
平台后台	营销 / 预售 / 预售商品	预售商品	编辑	U	菜单权限	systemStoreProductPresellUpdate
平台后台	营销 / 预售 / 预售商品	预售商品	审核	U	菜单权限	systemStoreProductPresellSwitchStatus
平台后台	营销 / 预售 / 预售商品	预售商品	设置标签	U	菜单权限	systemStoreProductPresellLabels
平台后台	营销 / 预售 / 预售商品	预售商品	列表	R	菜单权限	systemStoreProductPresellLst
平台后台	营销 / 预售 / 预售商品	预售商品	显示/隐藏	U	菜单权限	systemStoreProductPresellShow
平台后台	营销 / 预售 / 预售商品	预售商品	详情	R	菜单权限	systemStoreProductPresellDetail
平台后台	营销 / 预售 / 预售商品	预售商品	编辑数据	RU	菜单权限	systemStoreProductPresellGet
平台后台	营销 / 预售 / 预售商品	预售商品	编辑	U	菜单权限	systemStoreProductPresellUpdate
平台后台	营销 / 预售 / 预售商品	预售商品	审核	U	菜单权限	systemStoreProductPresellSwitchStatus
平台后台	营销 / 预售 / 预售商品	预售商品	设置标签	U	菜单权限	systemStoreProductPresellLabels
平台后台	营销 / 预售 / 预售商品	预售商品	列表	R	菜单权限	systemStoreProductPresellLst
平台后台	营销 / 预售 / 预售商品	预售商品	显示/隐藏	U	菜单权限	systemStoreProductPresellShow
平台后台	营销 / 预售 / 预售商品	预售商品	详情	R	菜单权限	systemStoreProductPresellDetail
平台后台	营销 / 预售 / 预售商品	预售商品	编辑数据	RU	菜单权限	systemStoreProductPresellGet
平台后台	营销 / 预售 / 预售商品	预售商品	编辑	U	菜单权限	systemStoreProductPresellUpdate
平台后台	营销 / 预售 / 预售商品	预售商品	审核	U	菜单权限	systemStoreProductPresellSwitchStatus
平台后台	营销 / 预售 / 预售商品	预售商品	设置标签	U	菜单权限	systemStoreProductPresellLabels
平台后台	装修	装修	(页面入口)	R	待补	
平台后台	装修 / 个人中心	个人中心	(页面入口)	R	待补	
平台后台	装修 / 主题风格	主题风格	一键换色保存	C	菜单权限	systemSetChangeColor
平台后台	装修 / 商品分类	商品分类	商品分类信息	R	菜单权限	systemDiyProductCategoryInfo
平台后台	装修 / 商品分类	商品分类	保存商品分类	C	菜单权限	systemDiyProductCategorySave
平台后台	装修 / 商品详情	商品详情	(页面入口)	R	待补	
平台后台	装修 / 店铺模板	店铺模板	列表 	R	菜单权限	systemMerDiyLst
平台后台	装修 / 店铺模板	店铺模板	详情 	R	菜单权限	systemMerDiyDetail
平台后台	装修 / 店铺模板	店铺模板	添加/编辑	CU	菜单权限	systemMerDiyCreate
平台后台	装修 / 店铺模板	店铺模板	设置默认	U	菜单权限	systemMerDiySetDefault
平台后台	装修 / 店铺模板	店铺模板	重置	O	菜单权限	systemMerDiyRecovery
平台后台	装修 / 店铺模板	店铺模板	删除	D	菜单权限	systemMerDiyDelete
平台后台	装修 / 店铺模板	店铺模板	复制	C	菜单权限	systemMerDiyCopy
平台后台	装修 / 店铺模板	店铺模板	保存适用范围	CR	菜单权限	systemMerDiyGetScope
平台后台	装修 / 店铺模板	店铺模板	保存适用范围	C	菜单权限	systemMerDiySetScope
平台后台	装修 / 店铺街	店铺街	(页面入口)	R	待补	
平台后台	装修 / 微页面	微页面	列表 	R	菜单权限	systemDiyMicroLst
平台后台	装修 / 微页面	微页面	详情 	R	菜单权限	systemDiyMicroDetail
平台后台	装修 / 微页面	微页面	添加/编辑	CU	菜单权限	systemDiyMicroCreate
平台后台	装修 / 微页面	微页面	重置	O	菜单权限	systemDiyMicroRecovery
平台后台	装修 / 微页面	微页面	删除	D	菜单权限	systemDiyMicroDelete
平台后台	装修 / 微页面	微页面	上传图片	C	菜单权限	uploadImage
平台后台	装修 / 微页面	微页面	图片列表	R	菜单权限	systemAttachmentLst
平台后台	装修 / 悬浮菜单	悬浮菜单	悬浮按钮信息	R	菜单权限	systemDiyFabInfo
平台后台	装修 / 悬浮菜单	悬浮菜单	保存悬浮按钮	C	菜单权限	systemDiyFabSave
平台后台	装修 / 悬浮菜单	悬浮菜单	上传图片	C	菜单权限	uploadImage
平台后台	装修 / 悬浮菜单	悬浮菜单	图片列表	R	菜单权限	systemAttachmentLst
平台后台	装修 / 系统表单	系统表单	添加	C	菜单权限	systemFormCreate
平台后台	装修 / 系统表单	系统表单	编辑	U	菜单权限	systemFormUpdate
平台后台	装修 / 系统表单	系统表单	编辑状态	U	菜单权限	systemFormStatusSwitch
平台后台	装修 / 系统表单	系统表单	删除	D	菜单权限	systemFormDelete
平台后台	装修 / 系统表单	系统表单	详情	R	菜单权限	systemFormDetail
平台后台	装修 / 系统表单	系统表单	列表	R	菜单权限	systemFormLst
平台后台	装修 / 系统表单	系统表单	导出	R	菜单权限	systemFormExcel
平台后台	装修 / 系统表单	系统表单	表单提交记录	CR	菜单权限	systemFormUserLst
平台后台	装修 / 素材管理	素材管理	素材分类列表	R	菜单权限	systemAttachmentCategoryGetFormatList
平台后台	装修 / 素材管理	素材管理	素材分类添加	C	菜单权限	systemAttachmentCategoryCreate
平台后台	装修 / 素材管理	素材管理	素材编辑	U	菜单权限	systemAttachmentCategoryUpdate
平台后台	装修 / 素材管理	素材管理	素材删除	D	菜单权限	systemAttachmentCategoryDelete
平台后台	装修 / 素材管理	素材管理	素材列表	R	菜单权限	systemAttachmentLst
平台后台	装修 / 素材管理	素材管理	素材删除	D	菜单权限	systemAttachmentDelete
平台后台	装修 / 素材管理	素材管理	批量移动	O	菜单权限	systemAttachmentBatchChangeCategory
平台后台	装修 / 素材管理	素材管理	素材编辑	U	菜单权限	systemAttachmentUpdate
平台后台	装修 / 素材管理	素材管理	上传二维码	C	菜单权限	systemAttachmentScanQrcode
平台后台	装修 / 素材管理	素材管理	扫码上传图片	C	菜单权限	systemAttachmentScanImage
平台后台	装修 / 素材管理	素材管理	扫码上传保存	C	菜单权限	systemAttachmentScanImageSave
平台后台	装修 / 素材管理	素材管理	在线图片	O	菜单权限	systemAttachmentOnline
平台后台	装修 / 页面装修	页面装修	列表 	R	菜单权限	systemDiyLst
平台后台	装修 / 页面装修	页面装修	添加/编辑	CU	菜单权限	systemDiyCreate
平台后台	装修 / 页面装修	页面装修	使用模板	U	菜单权限	systemDiyStatus
平台后台	装修 / 页面装修	页面装修	设置默认	U	菜单权限	systemDiySetDefault
平台后台	装修 / 页面装修	页面装修	重置	O	菜单权限	systemDiyRecovery
平台后台	装修 / 页面装修	页面装修	删除	D	菜单权限	systemDiyDelete
平台后台	装修 / 页面装修	页面装修	商品列表	R	菜单权限	systemDiyProductLst
平台后台	装修 / 页面装修	页面装修	复制	C	菜单权限	systemDiyCopy
平台后台	装修 / 页面装修	页面装修	个人中心装修	R	菜单权限	systemVisualUserInfo
平台后台	装修 / 页面装修	页面装修	店铺街装修	O	菜单权限	systemVisualStoreStreet
平台后台	装修 / 页面装修	页面装修	上传图片	C	菜单权限	uploadImage
平台后台	装修 / 页面装修	页面装修	图片列表	R	菜单权限	systemAttachmentLst
平台后台	装修 / 页面装修	页面装修	详情 	R	菜单权限	systemDiyDetail
平台后台	装修 / 页面装修	页面装修	商品详情 	R	菜单权限	systemDiyGetProductDetail
平台后台	装修 / 页面装修	页面装修	商品详情保存 	CR	菜单权限	systemDiySaveProductDetail
平台后台	装修 / 页面配置	页面配置	可视化列表	R	菜单权限	systemVisualStoreGetThemeKey
平台后台	装修 / 页面配置	页面配置	可视化详情	R	菜单权限	systemVisualStoreGetTheme
平台后台	装修 / 页面配置	页面配置	可视化保存	C	菜单权限	systemVisualSetTheme
平台后台	装修 / 页面链接	页面链接	(页面入口)	R	待补	
平台后台	装修 / 页面链接 / 商户页面分类	商户页面分类	列表 	R	菜单权限	systemDiyPageMerCategroyLst
平台后台	装修 / 页面链接 / 商户页面分类	商户页面分类	添加	C	菜单权限	systemDiyPageMerCategroyCreate
平台后台	装修 / 页面链接 / 商户页面分类	商户页面分类	编辑	U	菜单权限	systemDiyPageMerCategroyUpdate
平台后台	装修 / 页面链接 / 商户页面分类	商户页面分类	编辑状态	U	菜单权限	systemDiyPageMerCategroyStatus
平台后台	装修 / 页面链接 / 商户页面分类	商户页面分类	删除	D	菜单权限	systemDiyPageMerCategroyDelete
平台后台	装修 / 页面链接 / 商户页面链接	商户页面链接	列表	R	菜单权限	systemDiyPageLinkMerLst
平台后台	装修 / 页面链接 / 商户页面链接	商户页面链接	添加	C	菜单权限	systemDiyPageLinkMerCreate
平台后台	装修 / 页面链接 / 商户页面链接	商户页面链接	编辑	U	菜单权限	systemDiyPageLinkMerUpdate
平台后台	装修 / 页面链接 / 商户页面链接	商户页面链接	删除	D	菜单权限	systemDiyPageLinkMerDelete
平台后台	装修 / 页面链接 / 商户页面链接	商户页面链接	修改状态	U	菜单权限	systemDiyPageLinkMerStatus
平台后台	装修 / 页面链接 / 平台页面分类	平台页面分类	列表 	R	菜单权限	systemDiyPageCategroyLst
平台后台	装修 / 页面链接 / 平台页面分类	平台页面分类	添加	C	菜单权限	systemDiyPageCategroyCreate
平台后台	装修 / 页面链接 / 平台页面分类	平台页面分类	编辑	U	菜单权限	systemDiyPageCategroyUpdate
平台后台	装修 / 页面链接 / 平台页面分类	平台页面分类	编辑状态	U	菜单权限	systemDiyPageCategroyStatus
平台后台	装修 / 页面链接 / 平台页面分类	平台页面分类	删除	D	菜单权限	systemDiyPageCategroyDelete
平台后台	装修 / 页面链接 / 平台页面链接	平台页面链接	列表	R	菜单权限	systemDiyPageLinkLst
平台后台	装修 / 页面链接 / 平台页面链接	平台页面链接	添加	C	菜单权限	systemDiyPageLinkCreate
平台后台	装修 / 页面链接 / 平台页面链接	平台页面链接	编辑	U	菜单权限	systemDiyPageLinkUpdate
平台后台	装修 / 页面链接 / 平台页面链接	平台页面链接	删除	D	菜单权限	systemDiyPageLinkDelete
平台后台	装修 / 页面链接 / 平台页面链接	平台页面链接	修改状态	U	菜单权限	systemDiyPageLinkStatus
平台后台	订单	订单	记录	R	路由	systemOrderStatus
平台后台	订单	订单	关联订单	R	路由	systemOrderChildrenList
平台后台	订单	订单	核销	R	路由	systemOrderTakeStat
平台后台	订单 / 核销记录	核销记录	核销	U	菜单权限	systemOrderTakeStat
平台后台	订单 / 核销记录	核销记录	核销订单	RU	菜单权限	systemTakeOrderLst
平台后台	订单 / 核销记录	核销记录	头部统计	R	菜单权限	systemTakeOrderTitle
平台后台	订单 / 核销记录	核销记录	核销	U	菜单权限	systemOrderTakeStat
平台后台	订单 / 核销记录	核销记录	核销订单	RU	菜单权限	systemTakeOrderLst
平台后台	订单 / 核销记录	核销记录	头部统计	R	菜单权限	systemTakeOrderTitle
平台后台	订单 / 核销记录	核销记录	核销	U	菜单权限	systemOrderTakeStat
平台后台	订单 / 核销记录	核销记录	核销订单	RU	菜单权限	systemTakeOrderLst
平台后台	订单 / 核销记录	核销记录	头部统计	R	菜单权限	systemTakeOrderTitle
平台后台	订单 / 订单列表	订单列表	列表	R	菜单权限	systemOrderLst
平台后台	订单 / 订单列表	订单列表	金额统计	R	菜单权限	systemOrderStat
平台后台	订单 / 订单列表	订单列表	快递查询	R	菜单权限	systemOrderExpress
平台后台	订单 / 订单列表	订单列表	头部统计	R	菜单权限	systemOrderTitle
平台后台	订单 / 订单列表	订单列表	详情	R	菜单权限	systemOrderDetail
