file	name	alias	path	auth
admin/notice.php	systemNoticeConfigCreate	消息配置添加		
admin/notice.php	systemNoticeConfigUpdateForm	消息配置编辑表单		false
admin/notice.php	systemNoticeConfigUpdate	消息配置编辑		
admin/notice.php	systemNoticeConfigDetail	消息配置详情		
admin/notice.php	systemNoticeConfigDelete	消息配置删除		
admin/notice.php	systemNoticeConfigStatus	消息配置修改状态		
admin/notice.php	systemNoticeConfigGetChangeTempId	消息配置修改模板ID		
admin/notice.php	systemNoticeConfigSetChangeTempId	消息配置修改模板ID		
admin/order.php	systemSpreadOrderLst	列表		
admin/order.php	systemSpreadOrderStat	金额统计		
admin/order.php	systemSpreadOrderExpress	快递查询		
admin/order.php	systemSpreadOrderTitle	头部统计		
admin/order.php	systemSpreadOrderDetail	详情		
admin/order.php	systemSpreadOrderExcel	导出		
admin/order.php	systemSpreadOrderStatus	记录		
admin/order.php	systemSpreadOrderChildrenList	关联订单		
admin/order.php	systemOrderLst	列表		
admin/order.php	systemOrderStat	金额统计		
admin/order.php	systemOrderExpress	快递查询		
admin/order.php	systemOrderTitle	头部统计		
admin/order.php	systemOrderDetail	详情		
admin/order.php	systemOrderExcel	导出		
admin/order.php	systemOrderStatus	记录		
admin/order.php	systemOrderChildrenList	关联订单		
admin/order.php	systemOrderTakeStat	核销		
admin/order.php	systemTakeOrderLst	核销订单		
admin/order.php	systemTakeOrderTitle	头部统计		
admin/order.php	systemRefundOrderLst	列表		
admin/order.php	systemRefundOrderDetail	详情		
admin/order.php	systemRefundOrderLog	日志		
admin/order.php	systemRefundOrderApprove	审核		
admin/order.php	systemRefundOrderExcel	导出		
admin/points.php	pointsCateLst	列表		
admin/points.php	pointsCateDetail	详情		
admin/points.php	pointsCateCreate	添加		
admin/points.php	pointsCateUpdate	编辑		
admin/points.php	pointsCateCreateForm	添加表单		false
admin/points.php	pointsCateUpdateForm	编辑表单		false
admin/points.php	pointsCateStatus	修改状态		
admin/points.php	pointsCateStatus	修改状态		
admin/points.php	pointsProductLst	列表		
admin/points.php	pointsCateFormatAttr	获取规格		
admin/points.php	pointsProductDetail	编辑		
admin/points.php	pointsProductCreate	添加		
admin/points.php	pointsProductUpdate	编辑		
admin/points.php	pointsProductStatus	修改状态		
admin/points.php	pointsProductStatus	修改状态		
admin/points.php	pointsProductPreview	预览		
admin/points.php	pointsOrderLst	列表		
admin/points.php	pointsOrderDetail	编辑		
admin/points.php	pointsOrderDelivery	发货		
admin/points.php	pointsOrderBatchDelivery	批量发货		
admin/points.php	pointsOrderExpress	快递查询		
admin/points.php	pointsOrderExcel	导出		
admin/points.php	pointsOrderMarkForm	备注表单		false
admin/points.php	pointsOrderMark	备注		
admin/points.php	pointsOrderStatus	记录		
admin/points.php	pointsOrderDelete	删除		
admin/product.php	systemStoreParameterTemplateLst	平台参数列表		
admin/product.php	systemStoreParameterTemplateMerLst	商户参数模板	/product/merSpecs	
admin/product.php	systemStoreParameterTemplateDetail	详情		
admin/product.php	systemStoreParameterTemplateDelete	删除		
admin/product.php	systemStoreParameterTemplateCreate	添加		
admin/product.php	systemStoreParameterTemplateUpdate	编辑		
admin/product.php	systemStoreCategoryCreateForm	添加表单		false
admin/product.php	systemStoreCategoryUpdateForm	编辑表单		false
admin/product.php	systemStoreCategoryUpdate	编辑		
admin/product.php	systemStoreCategoryLst	列表		
admin/product.php	systemStoreCategoryDtailt	详情		
admin/product.php	systemStoreCategoryCreate	添加		
admin/product.php	systemStoreCategoryDelete	删除		
admin/product.php	systemStoreCategorySwitchStatus	修改状态		
admin/product.php	systemStoreCategorySwitchIsHot	修改推荐		
admin/product.php	systemStoreBrandCategoryCreateForm	添加表单		false
admin/product.php	systemStoreBrandCategoryUpdateForm	编辑表单		false
admin/product.php	systemStoreBrandCategoryUpdate	编辑		
admin/product.php	systemStoreBrandCategoryLst	列表		
admin/product.php	systemStoreBrandCategoryDtailt	详情		
admin/product.php	systemStoreBrandCategoryCreate	添加		
admin/product.php	systemStoreBrandCategoryDelete	删除		
admin/product.php	systemStoreBrandCategorySwitchStatus	修改状态		
admin/product.php	systemStoreBrandCreateForm	添加表单		false
admin/product.php	systemStoreBrandUpdateForm	编辑表单		false
admin/product.php	systemStoreBrandLst	列表		
admin/product.php	systemStoreBrandSwithStatus	修改状态		
admin/product.php	systemStoreBrandCreate	添加		
admin/product.php	systemStoreBrandUpdate	编辑		
admin/product.php	systemStoreBrandDelete	删除		
admin/product.php	systemStoreProductLstFilter	统计		
admin/product.php	systemStoreProductLst	列表		
admin/product.php	systemStoreProductDetail	详情		
admin/product.php	systemStoreProductUpdate	编辑		
admin/product.php	systemStoreProductSwitchStatus	上下架		
admin/product.php	systemStoreProductSwitchBatchStatus	批量上下架		
admin/product.php	systemStoreProductSwitchBatchLabels	批量设置标签		
admin/product.php	systemStoreProductSwitchBatchHot	批量设置推荐		
admin/product.php	systemStoreProductSwitchBatchCateHot	批量设置分类推荐		
admin/product.php	systemStoreProductCheck	分销状态变更商品检测		
admin/product.php	systemStoreProductChangeUsed	显示/隐藏		
admin/product.php	systemStoreProductAddFictiForm	虚拟销量表单		false
admin/product.php	systemStoreProductAddFicti	虚拟销量		
admin/product.php	systemStoreProductLabels	设置标签		
admin/product.php	systemStoreProductGetOperateList	获取商品操作记录		
admin/product.php	systemStoreProductGetSelfProductList	获取自营商品列表		
admin/product.php	systemStoreProductBatchCopy	批量复制商品到店铺		
admin/product.php	systemProductReplyLst	列表		
admin/product.php	systemProductReplyCreateForm	添加虚拟评论表单		false
admin/product.php	systemProductReplyCreate	添加虚拟评论		
admin/product.php	systemProductReplySort	排序		
admin/product.php	systemProductReplyDelete	删除		
admin/product.php	systemGuaranteeLst	列表		
admin/product.php	systemGuaranteeCreateForm	添加表单		false
admin/product.php	systemGuaranteeCreate	添加		
admin/product.php	systemGuaranteeUpdateForm	编辑表单		false
admin/product.php	systemGuaranteeUpdate	编辑		
admin/product.php	systemGuaranteeDetail	详情		
admin/product.php	systemGuaranteeDelete	删除		
admin/product.php	systemGuaranteeSort	排序		
admin/product.php	systemGuaranteeStatus	修改状态		
admin/product.php	systemStoreProductLabelLst	列表		
admin/product.php	systemStoreProductLabelCreateForm	添加表单		false
admin/product.php	systemStoreProductLabelCreate	添加		
admin/product.php	systemStoreProductLabelUpdateForm	编辑表单		false
admin/product.php	systemStoreProductLabelUpdate	编辑		
admin/product.php	systemStoreProductLabelDetail	详情		
admin/product.php	systemStoreProductLabelDelete	删除		
admin/product.php	systemStoreProductLabelStatus	修改状态		
admin/product.php	systemStoreDiscountsLst	优惠套餐列表		
admin/product.php	systemStoreDiscountsDetail	优惠套餐详情		
admin/product.php	systemStoreDiscountsStatus	优惠套餐修改状态		
admin/product.php	systemPriceRuleLst	价格说明列表		
admin/product.php	systemPriceRuleCreate	添加价格说明		
admin/product.php	systemPriceRuleUpdate	修改价格说明		
admin/product.php	systemPriceRuleStatus	价格说明修改状态		
admin/product.php	systemPriceRuleDelete	删除价格说明		
admin/role.php	systemRoleGetList	身份列表		
admin/role.php	systemRoleCreate	身份添加		
admin/role.php	systemRoleCreateForm	身份添加表单		false
admin/role.php	systemRoleUpdate	身份编辑		
admin/role.php	systemRoleUpdateForm	身份编辑表单		false
admin/role.php	systemRoleStatus	身份修改状态		
admin/role.php	systemRoleDelete	身份删除		
admin/role.php	systemAdminLst	管理员列表		
admin/role.php	systemAdminStatus	管理员修改状态		
admin/role.php	systemAdminCreateForm	管理员添加表单		false
admin/role.php	systemAdminCreate	管理员添加		
admin/role.php	systemAdminUpdateForm	管理员编辑表单		false
admin/role.php	systemAdminUpdate	管理员编辑		
admin/role.php	systemAdminPasswordForm	管理员修改密码表单		false
admin/role.php	systemAdminPassword	管理员修改密码		
admin/role.php	systemAdminDelete	管理员删除		
admin/role.php	systemAdminLog	操作日志	/setting/systemLog	
admin/role.php	systemAdminEditForm	修改信息表单		false
admin/role.php	systemAdminEdit	修改信息		
admin/role.php	systemAdminEditPasswordForm	修改密码表单		false
admin/role.php	systemAdminEditPassword	修改密码		
admin/service.php	adminServiceLst	列表		
admin/service.php	adminServiceLogin	登录		
admin/service.php	adminServiceCreate	添加		
admin/service.php	adminServiceCreateForm	添加表单		false
admin/service.php	adminServiceUpdate	编辑		
admin/service.php	adminServiceUpdateForm	编辑表单		false
admin/service.php	adminServiceSwitchStatus	修改状态		
admin/service.php	adminServiceDelete	删除		
admin/service.php	adminServiceServiceUserList	客服的全部用户 		
admin/service.php	adminServiceServiceUserLogLst	用户与客服聊天记录		
admin/service.php	adminServiceServiceMerchantUserList	客服的聊天用户列表		
admin/service.php	adminServiceMerchantUserLogLst	用户与商户聊天记录		
admin/service.php	adminServiceReplyLst	列表		
admin/service.php	adminServiceReplyCreate	添加		
admin/service.php	adminServiceReplyUpdate	编辑		
admin/service.php	adminServiceReplyStatus	切换状态		
admin/service.php	adminServiceReplyDelete	删除		
admin/spread.php	systemPromoterUserLst	分销员列表		
admin/spread.php	systemPromoterUserCount	分销员统计		
admin/spread.php	systemUserSpreadForm	修改分销员等级表单		false
admin/spread.php	systemUserSpreadSave	修改分销员等级		
admin/spread.php	systemUserBrokerageLst	分销员等级列表		
admin/spread.php	systemUserBrokerageCreate	分销员等级添加		
admin/spread.php	systemUserBrokerageUpdate	分销员等级编辑		
admin/spread.php	systemUserBrokerageDelete	分销员等级删除		
admin/spread.php	systemUserSpreadLst	推广人列表		
admin/spread.php	systemUserSpreadOrder	推广人订单		
admin/spread.php	systemUserSpreadClear	清除推广人		
admin/spread.php	systemStoreBagLstFilter	统计		
admin/spread.php	systemStoreBagLst	列表		
admin/spread.php	systemStoreBagDetail	详情		
admin/spread.php	systemStoreBagUpdate	编辑		
admin/spread.php	systemStoreBagSwitchStatus	修改状态		
admin/spread.php	systemStoreBagChangeUsed	显示/隐藏		
admin/spread.php	configOthersSettingUpdate	配置保存		
admin/storage.php	systemStorageGetConfig	配置信息		
admin/storage.php	systemStorageSetConfig	提交配置		
admin/storage.php	systemStorageConfigForm	获取云存储配置表单		false
admin/storage.php	systemStorageUpdate	保存云存储配置		
admin/storage.php	systemStorageSync	同步存储空间		
admin/storage.php	systemStorageLstRegion	存储空间列表		
admin/storage.php	systemStorageCreateRegionForm	添加存储空间表单		false
admin/storage.php	systemStorageCreateRegion	添加存储空间		
admin/storage.php	systemStorageDeleteRegion	删除存储空间		
admin/storage.php	systemStorageRegionSwtichStatus	使用存储空间		
admin/storage.php	systemStorageUpdateDomainForm	修改存储空间名称表单		false
admin/storage.php	systemStorageUpdateDomain	修改存储空间名称		
admin/system.php	systemStoreExcelLst	列表		
admin/system.php	systemStoreExcelDownload	下载		
admin/system.php	systemStatisticsMain	主要数据		
admin/system.php	systemStatisticsOrder	当日订单		
admin/system.php	systemStatisticsOrderNum	当日订单数		
admin/system.php	systemStatisticsOrderUser	当日支付人数		
admin/system.php	systemStatisticsMerchantStock	商户销量		
admin/system.php	systemStatisticsMerchantRate	商户访问量		
admin/system.php	systemStatisticsMerchantVisit	商户销售额		
admin/system.php	systemStatisticsUserData	用户数据		
admin/system.php	systemStatisticsAdminCount	未处理业务统计		
admin/system.php	systemStatisticsAdminTodo	待办事项		
admin/system.php	systemStatisticsMerchantTop	商户销量排行		
admin/system.php	systemStatisticsUser	成交用户	/dashboard	true
admin/system.php	systemStatisticsUserRate	成交用户占比	/dashboard	true
admin/system.php	systemSafetyDatabaseLst	数据库列表		
admin/system.php	systemSafetyDatabaseFileList	数据库备份列表		
admin/system.php	systemSafetyDatabaseDetail	数据库备份详情		
admin/system.php	systemSafetyDatabaseBackups	备份		
admin/system.php	systemSafetyDatabaseOptimize	数据库优化		
admin/system.php	systemSafetyDatabaseRepair	数据库维护		
admin/system.php	systemSafetyDatabaseDownloadFile	数据库备份下载		
admin/system.php	systemSafetyDatabaseDeleteFile	数据库备份删除		
admin/system.php	systemClearCache	清除缓存	/maintain/cache	true
admin/system.php	systemAttachmentReplaceHost	替换素材域名	/maintain/cache	true
admin/system.php	systemUploadConfig	上传配置		false
admin/system.php	systemSaveUploadConfig	上传配置保存	/systemForm/Basics/upload	true
admin/system.php	systemSaveUploadTempKey	上传视屏KEY		false
admin/system.php	systemDataScreen	数据大屏	/data-screen/index	true
admin/system.php	systemAgreeKeyLsy	协议列表		
admin/system.php	systemAgreeDetail	协议		false
admin/system.php	systemAgreeSave	协议保存		
admin/system.php	systemCopyright	获取去版权信息		
admin/system.php	systemAuthCopyright	获取授权信息		
admin/system.php	systemSaveCopyright	保存去版权信息		
admin/user.php	systemUserInfolst	列表		
admin/user.php	systemUserInfoCreateFrom	添加表单		false
admin/user.php	systemUserInfoCreate	添加		
admin/user.php	systemUserInfoSaveAll	保存信息		
admin/user.php	systemUserInfoType	类型		false
admin/user.php	systemUserInfoDelete	删除		
admin/user.php	systemUserGetSelectList	下拉列表		false
admin/user.php	systemUserRegisterConfig	保存注册配置		true
admin/user.php	systemUserRegisterCoupon	新人礼优惠券列表		true
admin/user.php	systemUserFieldSaveForm	扩展信息表单		
admin/user.php	systemUserInfoFieldSave	添加或编辑		
admin/user.php	systemUserLabelLst	用户标签列表		
admin/user.php	systemUserLabelCreate	用户标签添加		
admin/user.php	systemUserLabelCreateForm	用户标签添加表单		false
admin/user.php	systemUserLabelDelete	用户标签删除		
admin/user.php	systemUserLabelUpdate	用户标签编辑		
admin/user.php	systemUserLabelUpdateForm	用户标签编辑表单		false
admin/user.php	systemUserLst	用户列表		
admin/user.php	systemUserUpdateForm	用户编辑表单		false
admin/user.php	systemUserUpdate	用户编辑		
admin/user.php	systemUserChangeNowMoneyForm	用户修改余额表单		false
admin/user.php	systemUserChangeNowMoney	用户修改余额		
admin/user.php	systemUserChangeIntegralForm	用户修改积分表单		false
admin/user.php	systemUserChangeIntegral	用户修改积分		
admin/user.php	systemWechatUserSendNews	用户发送图文		
admin/user.php	systemUserDetail	用户详情		
admin/user.php	systemUserOrder	用户消费记录		
admin/user.php	systemUserCoupon	用户持有优惠券		
admin/user.php	systemUserBill	用户余额变动列表		
admin/user.php	systemUserSpreadLog	推荐人修改记录		
admin/user.php	systemUserSpreadChangeForm	修改推荐人表单		false
admin/user.php	systemUserSpreadChange	修改推荐人		
admin/user.php	systemUserMemberForm	用户修改会员等级表单		false
admin/user.php	systemUserMemberSave	用户修改会员等级		
admin/user.php	systemUserCreateForm	用户添加表单		false
admin/user.php	systemUserGetFields	用户扩展信息表单		false
admin/user.php	systemUserCreate	用户添加		
admin/user.php	systemUserChangePasswordForm	用户修改密码表单		false
admin/user.php	systemUserChangePassword	用户修改密码		
admin/user.php	systemUserChangeGroupForm	用户分组编辑表单		false
admin/user.php	systemUserBatchChangeGroupForm	用户分组批量编辑表单		false
admin/user.php	systemUserChangeGroup	用户分组编辑		
admin/user.php	systemUserBatchChangeGroup	用户分组批量编辑		
admin/user.php	systemUserChangeLabelForm	用户标签编辑表单		false
admin/user.php	systemUserBatchChangeLabelForm	用户标签批量编辑表单		false
admin/user.php	systemUserChangeLabel	用户标签编辑		
admin/user.php	systemUserBatchChangeLabel	用户标签批量编辑		
admin/user.php	systemUserSvipForm			false
admin/user.php	systemUserSvipUpdate	用户标签编辑		
admin/user.php	systemUserIntegralList	积分记录		
admin/user.php	systemUserSginLog	签到记录		
admin/user.php	systemUserHistory	浏览记录		
admin/user.php	systemUserExcel	用户信息导出		
admin/user.php	getMemberLevelSelectList	获取用户的等级下拉列表		false
admin/user.php	getMemberLevelBatchSpreadForm			false
admin/user.php	getMemberLevelBatchSpread	批量设置分销员		
admin/user.php	systemUserSearchLog	用户搜索记录		
admin/user.php	systemUserClearSearchLog	清除用户搜索记录		
admin/user.php	systemUserExportSearchLog	用户搜索记录导出		
admin/user.php	systemUserSearchLog	用户搜索记录		
admin/user.php	systemUserGroupLst	用户分组列表		
admin/user.php	systemUserGroupCreate	用户分组添加		
admin/user.php	systemUserGroupCreateForm	用户分组添加表单		false
admin/user.php	systemUserGroupDelete	用户分组删除		
admin/user.php	systemUserGroupUpdate	用户分组编辑		
admin/user.php	systemUserGroupUpdateForm	用户分组编辑表单		false
admin/user.php	systemUserFeedBackCategoryLst	列表		
admin/user.php	systemUserFeedBackCategoryCreateForm	添加表单		false
admin/user.php	systemUserFeedBackCategoryCreate	添加		
admin/user.php	systemUserFeedBackCategoryUpdateForm	编辑表单		false
admin/user.php	systemUserFeedBackCategoryUpdate	编辑		
admin/user.php	systemUserFeedBackCategorySwitchStatus	修改状态		
admin/user.php	systemUserFeedBackCategoryDelete	删除		
admin/user.php	systemUserFeedBackLst	列表		
admin/user.php	systemUserFeedBackDetail	详情		
admin/user.php	systemUserFeedBackReplyForm	回复表单		false
admin/user.php	systemUserFeedBackReply	回复		
admin/user.php	systemUserFeedBackDelete	删除		
admin/wechat.php	configUpload	上传文件		
admin/wechat.php	configUploadName	上传原名文件		
admin/wechat.php	configWechatUploadForm	微信校验文件上传表单		false
admin/wechat.php	configWechatUploadSet	微信校验文件上传		
admin/wechat.php	configRoutineConfig	小程序配置		
admin/wechat.php	configRoutineDownload	小程序下载	/app/routine/download	
admin/wechat.php	wechatMenu	微信菜单配置		
admin/wechat.php	saveWechatMenu	保存微信菜单配置		
admin/wechat.php	wechatReplyInfo	详情		
admin/wechat.php	saveWechatReply	编辑		
admin/wechat.php	createWechatReply	添加		
admin/wechat.php	updateWechatReply	修改		
admin/wechat.php	wechatReplyLst	列表		
admin/wechat.php	wechatReplyDelete	删除		
admin/wechat.php	wechatReplyStatus	修改状态		
admin/wechat.php	wechatUploadImage	上传图片		
admin/wechat.php	wechatUploadVoice	上传语音		
admin/wechat.php	systemWechatNewsCreate	添加		
admin/wechat.php	systemWechatNewsUpdate	编辑		
admin/wechat.php	systemWechatNewsDelete	删除		
admin/wechat.php	systemWechatNewsLst	列表		
admin/wechat.php	systemWechatNewsUpdate	编辑		
admin/wechat.php	systemWechatNewsDelete	删除		
admin/wechat.php	systemWechatNewsDetail	详情		
admin/wechat.php	systemTemplateMessageLst	列表		
admin/wechat.php	systemTemplateMessageCreateForm	添加表单		false
admin/wechat.php	systemTemplateMessageCreate	添加		
admin/wechat.php	systemTemplateMessageUpdateForm	编辑表单		false
admin/wechat.php	systemTemplateMessageUpdate	编辑		
admin/wechat.php	systemTemplateMessageDelete	删除		
admin/wechat.php	systemTemplateMessageSwitchStatus	修改状态		
admin/wechat.php	systemTemplateMessageMinList	列表 		
admin/wechat.php	systemTemplateMessageMinCreateForm	添加表单		false
admin/wechat.php	systemTemplateMessageMinCreate	添加		
admin/wechat.php	systemTemplateMessageMinUpdateForm	编辑表单		false
admin/wechat.php	systemTemplateMessageMinUpdate	编辑		
admin/wechat.php	systemTemplateMessageMinDelete	删除		
admin/wechat.php	systemTemplateMessageMinSwitchStatus	修改状态		
admin/yihaotong.php	systemStoreProductCopyLst	使用记录	/setting/sms/sms_config/index	true
admin/yihaotong.php	smsRecord	短信发送记录		
admin/yihaotong.php	smsLogout	退出登录		
admin/yihaotong.php	systemServeCaptcha	获取验证码		
admin/yihaotong.php	systemServeCaptchaCheck	验证码校验		
admin/yihaotong.php	systemServeRegister	注册		
admin/yihaotong.php	systemServeLogin	登录		
admin/yihaotong.php	systemServeChangePassword	修改密码		
admin/yihaotong.php	systemServeChangePhone	修改手机号		
admin/yihaotong.php	systemServeIsLogin	检测登录状态		
admin/yihaotong.php	systemServeUserInfo	账号信息		false
admin/yihaotong.php	systemServeRecordLst	使用记录		
admin/yihaotong.php	systemServeMealLst	套餐列表		
admin/yihaotong.php	systemServePayMeal	购买套餐		
admin/yihaotong.php	systemServeOpenServe	开通服务		
admin/yihaotong.php	systemServeChangeSign	修改签名		
admin/yihaotong.php	systemServePayLst	购买记录	/service/purchase	
admin/yihaotong.php	systemServeMerPayLst	商户购买记录	/service/purchase	
admin/yihaotong.php	systemServeMerLst	商户结余	/service/balance_record	
admin/yihaotong.php	systemServeMerMealLst	列表		
admin/yihaotong.php	systemServeMealDetail	详情		
admin/yihaotong.php	systemServeMealCreateForm	添加表单		false
admin/yihaotong.php	systemServeMealCreate	添加		
admin/yihaotong.php	systemServeMealUpdateForm	编辑表单		false
admin/yihaotong.php	systemServeMealUpdate	编辑		
admin/yihaotong.php	systemServeMealDelete	删除		
admin/yihaotong.php	systemServeMealStatus	修改状态		
admin/yihaotong.php	systemServeExportLst	列表	/freight/express	
admin/yihaotong.php	systemServeExportTemps	模板	/setting/sms/sms_config/index	
admin/yihaotong.php	systemServeExportDumpLst	使用记录	/setting/sms/sms_config/index	
admin/yihaotong.php	systemServeSmsTemps	短信模板	/sms/template	
admin/yihaotong.php	systemServeSmsApply	申请模板	/sms/template	
admin/yihaotong.php	systemServeSmsApplyRecord	申请记录	/sms/applyList	
merchant/accounts.php	merchantFinancialRefundMargin	退保证金检测		
merchant/accounts.php	merchantFinancialRefundMarginApply	退保证金申请		
merchant/accounts.php	merchantFinancialAccountForm	收款方式表单		false
merchant/accounts.php	merchantFinancialAccountSave	收款方式		
merchant/accounts.php	merchantFinancialLst	转账记录		
merchant/accounts.php	merchantFinancialDetail	详情		
merchant/accounts.php	merchantFinancialCreateForm	申请表单		false
merchant/accounts.php	merchantFinancialCreateSave	申请		
merchant/accounts.php	merchantFinancialDelete	删除		
merchant/accounts.php	merchantFinancialMarkForm	备注表单		false
merchant/accounts.php	merchantFinancialMark	备注		
merchant/accounts.php	merchantFinancialExport	导出		
merchant/accounts.php	merchantFinancialRefundMargin	列表		
merchant/accounts.php	merchantFinancialRecordList	列表		
merchant/accounts.php	merchantFinancialRecordExport	导出		
merchant/accounts.php	merchantFinancialCount	统计		
merchant/accounts.php	merchantFinanciaRecordlLst	列表		
merchant/accounts.php	merchantFinancialTitle	统计		
merchant/accounts.php	merchantFinancialRecordDetail	详情		
merchant/accounts.php	merchantFinancialRecordDetailExport	导出		
merchant/accounts.php	merchantOrderReceiptLst	列表		
merchant/accounts.php	merchantOrderReceiptDetail	详情		
merchant/accounts.php	merchantOrderReceiptSetRecipt	开发票		
merchant/accounts.php	merchantOrderReceiptSave	保存发票		
merchant/accounts.php	merchantOrderReceiptMarkForm	备注表单		false
merchant/accounts.php	merchantOrderReceiptMark	备注		
merchant/accounts.php	merchantOrderReceiptUpdate	编辑		
merchant/accounts.php	merchantOrderProfitsharingLst	列表		
merchant/accounts.php	merchantOrderProfitsharingExport	导出		
merchant/accounts.php	merchantApplymentsCreate	申请		
merchant/accounts.php	merchantApplymentsDetail	详情		
merchant/accounts.php	merchantApplymentsUpdate	编辑		
merchant/accounts.php	merchantApplymentsUpload	上传图片		
merchant/accounts.php	merchantApplymentsUploadVideo	上传视频		
merchant/accounts.php	merchantApplymentsCheck	查询审核结果		false
merchant/analytics.php	merchantAnalyticsOrderTop	顶部统计		
merchant/analytics.php	merchantAnalyticsOrderLineChart	折线图统计		
merchant/analytics.php	merchantAnalyticsOrderTypePieChart	折线图统计		
merchant/analytics.php	merchantAnalyticsProductTop	顶部统计		
merchant/analytics.php	merchantAnalyticsProductLineChart	折线图统计		
merchant/analytics.php	merchantAnalyticsProductTypePieChart	折线图统计		
merchant/attachment.php	merchantAttachmentScanQrcode	上传二维码		
merchant/attachment.php	merchantAttachmentScanImage	扫码上传图片		
merchant/attachment.php	merchantAttachmentScanImageSave	扫码上传保存		
merchant/attachment.php	merchantAttachmentOnline	在线图片		
merchant/attachment.php	merchantAttachmentLst	列表		
merchant/attachment.php	merchantAttachmentDelete	删除		
merchant/attachment.php	merchantAttachmentBatchChangeCategory	批量修改		
merchant/attachment.php	merchantAttachmentUpdateForm	编辑表单的		false
merchant/attachment.php	merchantAttachmentUpdate	编辑		
merchant/attachment.php	merchantAttachmentCategoryGetFormatList	列表		
merchant/attachment.php	merchantAttachmentCategoryCreateForm	添加表单		false
merchant/attachment.php	merchantAttachmentCategoryUpdateForm	编辑表单		false
merchant/attachment.php	merchantAttachmentCategoryCreate	添加		
merchant/attachment.php	merchantAttachmentCategoryUpdate	编辑		
merchant/attachment.php	merchantAttachmentCategoryDelete	删除		
merchant/behalfcustomerorder.php	behalfProductCategory	商品分类		
merchant/behalfcustomerorder.php	behalfProductList	商品列表		
merchant/behalfcustomerorder.php	behalfProductDetail	商品规格详情		
merchant/behalfcustomerorder.php	behalfUserQuery	会员查询		
merchant/behalfcustomerorder.php	behalfUserInfo	会员详情		
merchant/behalfcustomerorder.php	behalfUserCreate	会员添加		
merchant/behalfcustomerorder.php	behalfUserAddressList	地址列表		
merchant/behalfcustomerorder.php	behalfUserAddressCreate	地址添加		
merchant/behalfcustomerorder.php	behalfCartList	购物车列表		
merchant/behalfcustomerorder.php	behalfCartCreate	添加购物车		
merchant/behalfcustomerorder.php	behalfCartChange	修改购物车数据		
merchant/behalfcustomerorder.php	behalfCartDelete	删除购物数据		
merchant/behalfcustomerorder.php	behalfCartClear	清空购物车		
merchant/behalfcustomerorder.php	behalfCartCount	购物车总数量		
merchant/behalfcustomerorder.php	behalfCartUpdatePrice	修改价格		
merchant/behalfcustomerorder.php	behalfCartBatchUpdatePrice	批量修改价格		
merchant/behalfcustomerorder.php	behalfCheck	校验订单		
merchant/behalfcustomerorder.php	behalfPayConfig	支付配置		
merchant/behalfcustomerorder.php	behalfCreate	创建订单		
merchant/behalfcustomerorder.php	behalfPay	支付		
merchant/behalfcustomerorder.php	behalfPayStatus	获取结果		
merchant/behalfcustomerorder.php	behalfVerify	余额支付获取验证码		
merchant/config.php	merchantConfigForm	配置获取	config	false
merchant/config.php	merchantConfigSave	配置保存	config	false
merchant/content.php	merchantCommunityCateLst	分类列表		
merchant/content.php	merchantCommunityLst	列表		
merchant/content.php	merchantCommunityCreate	添加		
merchant/content.php	merchantCommunityDetail	详情		
merchant/content.php	merchantCommunityUpdate	编辑		
merchant/content.php	merchantCommunityDelete	删除		
merchant/content.php	merchantCommunityReply	评论		
merchant/coupon.php	merchantCouponProduct	优惠券可用商品	/user/list	true
merchant/coupon.php	merchantCouponSendLst	发送优惠券记录	/marketing/coupon/send	true
merchant/coupon.php	merchantCouponCreateForm	添加表单		false
merchant/coupon.php	merchantCouponIssueCloneForm	复制表单		false
merchant/coupon.php	merchantCouponCreate	添加		
merchant/coupon.php	merchantCouponIssueChangeStatus	修改状态		
merchant/coupon.php	merchantCouponLst	列表		
merchant/coupon.php	merchantCouponIssue	使用记录	/marketing/coupon/user	
merchant/coupon.php	merchantCouponDelete	删除		
merchant/coupon.php	merchantCouponDetail	详情		
merchant/coupon.php	systemCouponUpdateForm	编辑表单		false
merchant/coupon.php	systemCouponUpdate	编辑		
merchant/coupon.php	merchantCouponSendCoupon	发送优惠券	/user/list	true
merchant/delivery.php	merchantServeExportLst	列表		
merchant/delivery.php	merchantExpressPratnerUpdateForm	月结账号编辑表单		false
merchant/delivery.php	merchantExpressPratnerUpdate	月结账号编辑		
merchant/delivery.php	merchantExpressChangeMerStatus	修改状态		
merchant/delivery.php	merchantStoreDeliveryBusiness	获取分类		
merchant/delivery.php	merchantStoreDeliveryCreate	添加		
merchant/delivery.php	merchantStoreDeliveryUpdate	编辑		
merchant/delivery.php	merchantStoreDeliveryStatus	编辑状态		
merchant/delivery.php	merchantStoreDeliveryLst	列表		
merchant/delivery.php	merchantStoreDeliveryDetail	详情		
merchant/delivery.php	merchantStoreDeliveryDelete	删除		
merchant/delivery.php	merchantStoreDeliveryMarkForm	备注表单		false
merchant/delivery.php	merchantStoreDeliveryMark	备注		
merchant/delivery.php	merchantStoreDeliveryCityList	城市列表		
merchant/delivery.php	merchantStoreDeliveryPayLst	充值记录	/delivery/recharge_record	
merchant/delivery.php	merchantStoreDeliveryGetQrcode	充值二维码	/delivery/recharge_record	false
merchant/delivery.php	merchantDeliveryServiceLst	列表		
merchant/delivery.php	merchantDeliveryServiceStatus	修改状态		
